"prev.plt.cn","forestname.prev","forestsubtype.prev","stdage.prev","gsstk.prev","desire.prev.prev","baac.prev","tpasite.prev","volbfgrs.ac.prev","lorey_ht.prev","qmd.prev","invyr.prev","total_mtco2eac.prev","prev.prev.prev.plt.cn","qmd.prev.prev.prev","trtcd1.prev.prev.prev","baac.prev.prev.prev","total_mtco2eac.prev.prev.prev","prev.prev.plt.cn","invyr.prev.prev","measdate.prev.prev","dstrbcd1.prev.prev","dstrbcd2.prev.prev","dstrbcd3.prev.prev","harvest_type1_srs.prev.prev","total_mtco2eac.prev.prev","baac.perc.cut.prev.prev","qmd.prev.prev","trtcd1.prev.prev","baac.prev.prev","measdate.prev","dstrbcd1.prev","dstrbcd2.prev","dstrbcd3.prev","harvest_type1_srs.prev","baac.perc.cut.prev","trtcd1.prev","plt_cn","ecosub","ecosubcd","statecd","countycd","plot","unitcd","lat","lon","fortypcd","owngrpcd","stdorgcd","invyr","remper","measdate","dstrbcd1","dstrbcd2","dstrbcd3","stdage","siteclcd","spgrpcd","kindcd","designcd","qa_status","gsstk","elev","slope","aspect","trtcd1","harvest_type1_srs","physclcd","baac.perc.cut","desire.prev","avg.desire.harv","avg.desire.standing","total_mtco2eac","baac","tpasite","carbon_ag","volbfgrs.ac","lorey_ht","qmd","fortypgrpcd","forestname","forestsubtype","timediff","harvest","harv1","harv2","harv3","numharvs","baac.remv","qmdchange","baac.prevharv","qmd.prevharv","forestname.prev.prev","forestsubtype.prev.prev","stdage.prev.prev","gsstk.prev.prev","desire.prev.prev.prev","tpasite.prev.prev","volbfgrs.ac.prev.prev","lorey_ht.prev.prev","forestname.prev.prev.prev","forestsubtype.prev.prev.prev","stdage.prev.prev.prev","gsstk.prev.prev.prev","desire.prev.prev.prev.prev","tpasite.prev.prev.prev","volbfgrs.ac.prev.prev.prev","lorey_ht.prev.prev.prev","invyr.prev.prev.prev","volbfgrs.ac.initial","fortypchange","forchangetime","baac.initial","gsstk.initial","desire.prev.initial","qmd.initial","lorey_ht.initial","stdage.initial"
480976482489998,"Oak / hickory group","Yellow-poplar",77,38.2689,1.99091195215989,155.075773175806,150.45115,19302.5170269401,80.1485905376747,13.7472760938304,2017,184.559698266564,142977928010478,12.3838772872904,0,120.807850787995,120.903754532072,259204824010854,2012,2012-07-02,0,0,0,NA,162.846727132469,0,13.4026441258886,0,135.606168369475,2018-08-13,0,0,0,NA,0,0,1213725633290487,"231","231Ic",51,145,9,2,37.550048,-77.933986,508,40,0,2022,5.1,2023-09-11,0,0,0,82,4,40,2,1,1,23.8021,360,12,91,10,12,22,0.525365400071024,2.1860836285848,0,2.13580871262532,97.5128102393916,79.988244568308,84.252644,7687.039254,7075.8535923396,64.0349739468754,13.1936131734801,500,"Oak / hickory group","Sweetgum / yellow-poplar",5.07871321013005,1,1,0,0,1,0.525365400071024,-0.553662920350234,155.075773175806,13.7472760938304,"Oak / hickory group","Sweetgum / yellow-poplar",71,46.6307,1.99937516361822,138.415058,15785.2383933362,77.6983873786981,"Oak / hickory group","Sweetgum / yellow-poplar",67,31.337,2.02414245569378,144.433104,8887.63424428576,63.9597120936374,2008,8887.63424428576,"No change","No change",120.807850787995,31.337,1.99937516361822,12.3838772872904,63.9597120936374,67
480976434489998,"Oak / hickory group","Cherry / white ash / yellow-poplar",59,23.7566,2.01079848948438,158.78405051324,204.613564,17889.9887422001,74.7820844624244,11.9283029708633,2017,179.781071351867,142980127010478,10.6454833516132,0,141.346481907658,135.389846820816,259204633010854,2012,2012-08-20,0,0,0,NA,155.67917004133,0,11.224852015852,0,148.879323144562,2018-05-02,0,0,0,NA,0,0,1213725597290487,"221","221De",51,157,8,3,38.709625,-78.115995,511,40,0,2022,4.9,2023-04-04,12,0,0,64,4,42,2,1,1,18.3857,510,10,230,0,NA,22,0,2.0026286119795,0,1.94870274277242,189.615106429634,168.790294353656,192.577472,16187.74778,14356.9682603386,75.0294094729105,12.6769106055064,500,"Oak / hickory group","Yellow-poplar",4.92265571526352,0,0,0,0,0,0,0.748607634643088,158.78405051324,11.9283029708633,"Oak / hickory group","Cherry / white ash / yellow-poplar",53,21.6902,2.02715858127581,216.649656,15333.0126696948,72.1408847603809,"Oak / hickory group","Cherry / white ash / yellow-poplar",49,9.9346,2.1068198519021,228.685748,8295.42444972735,67.6869233789185,2008,8295.42444972735,"No change","No change",141.346481907658,9.9346,2.02715858127581,10.6454833516132,67.6869233789185,49
480976816489998,"Oak / hickory group","Chestnut oak",83,49.4356,2.03350178522079,125.15987102321,168.505288,5909.23691187447,52.8568965600607,11.66992915268,2017,163.395267135256,142980780010478,11.0514855713308,0,120.263326792349,145.118968219175,259204413010854,2012,2012-01-05,0,0,0,NA,146.256626292333,0,11.2624534246698,0,116.572117114814,2017-12-06,0,0,0,NA,0,0,1213725876290487,"M221","M221Db",51,161,24,4,37.188342,-80.152288,502,40,0,2022,5.1,2023-01-09,0,0,0,88,6,27,2,1,1,59.11,3180,10,305,0,NA,12,0,1.99736587107303,0,1.99736587107303,174.015197507806,128.716413581894,150.45115,14665.239663,7397.28963981493,55.4394187913743,12.5245359195461,500,"Oak / hickory group","Chestnut oak",5.09240246406571,0,0,0,0,0,0,0.854606766866045,125.15987102321,11.66992915268,"Oak / hickory group","Chestnut oak",77,41.0499,2.03771652554944,168.505288,4432.36207248418,49.38169834318,"Oak / hickory group","Chestnut oak",72,59.0979,2.05269697908827,180.54138,7368.17171541692,52.2942489723033,2008,7368.17171541692,"No change","No change",120.263326792349,59.0979,2.03771652554944,11.0514855713308,52.2942489723033,72
480976179489998,"Oak / hickory group","Yellow-poplar",47,39.6316,2.11329595689688,126.740503724278,174.523334,16296.7754567923,93.1518391902011,11.5391387953318,2017,166.15141314481,142981594010478,10.5046550527744,0,97.7907985163608,117.577719848145,259204514010854,2012,2011-12-01,0,0,0,NA,132.108552140445,0,10.9040785292215,0,109.271425592726,2018-03-19,0,0,0,NA,0,0,1213725426290487,"M221","M221Aa",51,163,71,4,38.024005,-79.390803,511,40,0,2022,4.9,2023-02-02,0,0,0,52,5,39,2,1,1,38.3587,1830,28,33,0,NA,11,0,2.09835280620864,0,2.06721047245223,189.219160657763,138.443995052025,162.487242,15860.761998,18270.3833335795,97.8555703459747,12.4988443910272,500,"Oak / hickory group","Yellow-poplar",4.87611225188227,0,0,0,0,0,0,0.959705595695377,126.740503724278,11.5391387953318,"Oak / hickory group","Yellow-poplar",41,37.6953,2.12640629063595,168.505288,12920.3399460997,85.4910014175014,"Oak / hickory group","Yellow-poplar",37,35.2744,2.12031067584468,162.487242,10113.9363703772,80.1756526899805,2008,10113.9363703772,"No change","No change",97.7907985163608,35.2744,2.12640629063595,10.5046550527744,80.1756526899805,37
480976913489998,"Oak / hickory group","Yellow-poplar / white oak / northern red oak",85,65.1494,1.75968237792904,174.713757011532,156.469196,25498.8690518978,91.2019325178819,14.3084160280154,2017,289.733963660019,142928736010478,13.0930461368949,0,157.546973394742,256.55541717133,259204785010854,2012,2012-01-04,0,0,0,NA,258.489727335475,0,13.5591885028988,0,168.964732402316,2018-05-21,0,0,0,NA,0,0,1213725947290487,"231","231Ib",51,177,3,3,38.324812,-77.667775,506,40,0,2022,4.6,2023-01-10,0,0,0,89,4,28,2,1,1,68.435,260,11,340,0,NA,22,0,1.75092173587486,0,1.75092173587486,290.259898980774,172.844520028288,150.45115,24029.543499,27308.9751705083,93.9703838251111,14.5135109467007,500,"Oak / hickory group","Yellow-poplar / white oak / northern red oak",4.64065708418891,0,0,0,0,0,0,0.205094918685219,174.713757011532,14.3084160280154,"Oak / hickory group","Yellow-poplar / white oak / northern red oak",79,80.7311,1.78320270536201,168.505288,22909.3765861837,86.9835415051774,"Oak / hickory group","Yellow-poplar / white oak / northern red oak",75,67.0174,1.80390959962333,168.505288,22060.0587511824,88.3641608707536,2008,22060.0587511824,"No change","No change",157.546973394742,67.0174,1.78320270536201,13.0930461368949,88.3641608707536,75
480976796489998,"Maple / beech / birch group","Sugar maple / beech / yellow birch",66,31.9771,2.09821407719537,102.079704514613,96.288736,5829.98964523796,96.3717870394783,13.9419779801863,2017,167.420668601331,142931554010478,12.3266711736065,0,89.7707313874394,127.465227907208,259204324010854,2012,2012-07-26,0,0,0,NA,142.030407816071,0,13.8328594296335,0,94.2075746101145,2018-04-17,0,0,0,NA,0,0,1213725862290487,"M221","M221Aa",51,185,58,5,37.068493,-81.385801,801,40,0,2022,4.6,2022-12-01,0,0,0,71,5,31,2,1,1,12.9036,3230,40,343,0,NA,23,0,1.99816630569414,0,1.95099950006883,179.053681384393,108.059949964078,96.288736,15403.373286,3414.72028524502,92.0239075893155,14.3445547159889,800,"Maple / beech / birch group","Sugar maple / beech / yellow birch",4.62422997946612,0,0,0,0,0,0,0.402576735802612,102.079704514613,13.9419779801863,"Maple / beech / birch group","Sugar maple / beech / yellow birch",61,28.7652,2.11132839179542,90.27069,4585.72416938852,87.2116736696142,"Maple / beech / birch group","Sugar maple / beech / yellow birch",57,37.8425,2.16346133560166,108.324828,7179.75960386559,80.0243737319211,2008,7179.75960386559,"No change","No change",89.7707313874394,37.8425,2.11132839179542,12.3266711736065,80.0243737319211,57
480976794489998,"Oak / hickory group","Northern red oak",93,76.5662,1.372477938106,198.863409347382,156.469196,28913.6470201137,100.885964485612,15.2653036705414,2017,357.211178568771,142931611010478,14.1230308361909,0,170.215772179509,305.604545164978,259204322010854,2012,2012-02-28,0,0,0,NA,315.724469842585,0,14.5955472662042,0,181.796179421442,2018-01-10,0,0,0,NA,0,0,1213725860290487,"M221","M221Aa",51,185,30,5,36.997296,-81.719171,505,40,0,2022,4.7,2022-09-26,46,10,0,98,4,26,2,1,1,64.2952,3410,22,235,0,NA,23,0,1.34473842810699,0,1.30923349780496,392.483786613848,195.54253834949,126.378966,33465.933592,26859.6946545072,107.112463261151,16.8432408373437,500,"Oak / hickory group","Northern red oak",4.70910335386721,0,0,0,0,0,0,1.57793716680224,198.863409347382,15.2653036705414,"Oak / hickory group","Northern red oak",87,80.9006,1.4069075156443,156.469196,25642.3086427017,93.2469442729265,"Oak / hickory group","Northern red oak",82,72.8018,1.43193705771175,156.469196,22608.0052517145,95.1869509213337,2008,22608.0052517145,"No change","No change",170.215772179509,72.8018,1.4069075156443,14.1230308361909,95.1869509213337,82
480976099489998,"Oak / hickory group","Cherry / white ash / yellow-poplar",3,49.0321,1.85085132312186,186.666725011137,156.469196,463.394362454846,91.6520191726965,14.7897714134309,2017,35.4887305829235,142960315010478,13.4885822773134,0,161.237854848048,211.791284673467,259204396010854,2012,2012-06-26,46,0,0,NA,233.601677909205,0,14.1698558501777,0,177.936590714512,2018-06-28,0,0,0,11,0.8014035538073,10,1213725364290487,"M221","M221Aa",51,71,26,5,37.380353,-80.540409,520,40,0,2022,4.9,2023-06-07,12,0,0,8,5,36,2,1,1,35.4456,3640,27,287,0,NA,22,0,1.71618900077459,0,1.71618900077459,54.117125330205,41.0884218631066,54.162414,3773.877614,840.603120642768,48.1591449691338,11.7937836733312,500,"Oak / hickory group","Mixed upland hardwoods",4.94182067077344,0,0,1,0,1,0.8014035538073,0.619915563253235,177.936590714512,14.1698558501777,"Oak / hickory group","Yellow-poplar",75,55.1402,1.85452946217237,162.487242,25301.948410262,89.3736522792966,"Oak / hickory group","Cherry / white ash / yellow-poplar",71,54.6764,1.83535005657542,162.487242,22729.5237548987,90.7118818995894,2008,22729.5237548987,"No change","No change",161.237854848048,54.6764,1.85452946217237,13.4885822773134,90.7118818995894,71
480976637489998,"Oak / hickory group","White oak / red oak / hickory",110,54.4071,1.63503945243983,158.672454275435,126.378966,19778.508351246,78.0836257227755,15.172453108622,2017,238.336134470598,142936069010478,14.3244584084583,0,154.90123994212,244.24662616111,259204650010854,2012,2012-11-06,52,0,0,NA,222.867286320066,0,14.9422539257286,0,153.894165951982,2017-12-14,0,0,0,NA,0,0,1213725745290487,"221","221De",51,3,49,3,38.088626,-78.606306,503,40,0,2022,4.9,2022-10-25,0,0,0,115,3,25,2,1,1,62.3544,560,12,175,0,NA,22,0,1.6467228221208,0,1.60573424256647,248.084787398059,153.964734161183,126.378966,20408.823485,22911.0899178618,85.6885353947119,14.945679420265,500,"Oak / hickory group","White oak / red oak / hickory",4.86242299794661,0,0,0,0,0,0,-0.226773688356978,158.672454275435,15.172453108622,"Oak / hickory group","White oak / red oak / hickory",105,61.2997,1.64811314710405,126.378966,20251.5928931355,71.7890679334127,"Oak / hickory group","White oak / red oak / hickory",100,46.4448,1.69740667873542,138.415058,16132.0592448968,84.1478437948809,2008,16132.0592448968,"No change","No change",154.90123994212,46.4448,1.64811314710405,14.3244584084583,84.1478437948809,100
480976882489998,"Oak / hickory group","White oak",102,53.8457,1.49634164144695,80.7808043314457,144.433104,7656.13356155427,66.1187485604672,10.1265881470513,2017,152.487624257304,142936432010478,9.7213484344825,0,80.6486317167341,145.210018327283,259204679010854,2012,2012-05-09,0,0,0,NA,143.012161611978,0,10.0313508561908,0,82.5713692492788,2018-03-22,0,0,0,NA,0,0,1213725925290487,"231","231Ib",51,3,87,3,37.979306,-78.368287,504,40,0,2022,4.5,2022-10-06,0,0,0,107,5,29,2,1,1,55.9021,280,7,160,0,NA,22,0,1.5095700812477,0,1.5095700812477,176.206773359369,80.3919603697812,126.378966,12968.193391,9156.36889082461,70.3362921818417,10.7996913536144,500,"Oak / hickory group","White oak",4.54209445585216,0,0,0,0,0,0,0.673103206563081,80.7808043314457,10.1265881470513,"Oak / hickory group","White oak",96,52.042,1.51198355241574,150.45115,7128.88470998034,65.399321221409,"Oak / hickory group","White oak",92,47.9312,1.48781614002073,156.469196,6436.62015243364,66.9851808404225,2008,6436.62015243364,"No change","No change",80.6486317167341,47.9312,1.51198355241574,9.7213484344825,66.9851808404225,92
